model,0,200,400,800,1600,3200,6400,12800,25600,51200
facebook/opt-1.3b,3.101759656280392,2.397573015179665,2.437981490164727,2.496473801768138,2.0740101977486427,2.3302109327396034,1.990848807994692,1.939880134690604,2.090328789950283,1.764269172935022
gpt2,5.003779901,4.514708026024327,4.255911416051362,4.1089946598784595,3.902444654509206,3.9687287605334607,4.013471693216288,3.636565412,3.1297893823981733,3.076104037738651
t5-base,3.626963733868671,2.7384091972524307,2.6751707074665863,2.284296095486605,2.2195263578301563,2.2914703596000865,2.2466926530316584,2.050322877447035,2.1861567762500664,1.9074801917816897
