model,0,200,400,800,1600,3200,6400,12800,25600,51200
facebook/opt-1.3b,2.9746051167110528,1.824227748660887,1.8126225347468712,1.699542315,1.580044695031237,1.8806527549033718,1.721104420929128,1.6173600184300405,1.574441831475983,1.628541764281605
gpt2,4.3330200650321045,2.526667460317379,2.6837417623404565,2.585585087893815,2.257000334166175,2.4425084027612547,2.1574770671166066,2.2250733748173777,2.166328871,1.9879841286601103
t5-base,2.8796991843908533,1.7219509847985204,1.5520010275436331,1.6666923356155512,1.7713561332836887,1.774472253036499,1.4585554227260906,1.597457172395067,1.4053195456019747,1.2319541929121611
