model,0,200,400,800,1600,3200,6400,12800,25600,51200,102400,204800,409600,819200
MBZUAI/LaMini-GPT-124M,4.89162413599238,4.247733099892251,4.18789329157961,4.0871451740921705,3.9468130486555295,3.8080892124497883,3.645123564753035,3.4205190475379488,3.1654741243053977,2.915193286134201,2.652571729702036,2.38243971872897,2.15127773818122,1.9163441213455896
facebook/bart-base,8.501842231090441,4.159027765662085,3.989468164942506,3.8493594742557593,3.684881799420199,3.53152617193652,3.3447390804611494,3.1808020930407053,2.9786481237517846,2.7111872389971907,2.4565908939585333,2.2505072060441913,2.0510091039471074,1.8577135422254174
gpt2,4.85653135907514,4.3863065206798995,4.2883333218662,4.191799095063499,4.060305991205579,3.8906281000343217,3.8255129778154164,3.5455992697388723,3.2729026637471597,2.9889079398569893,2.6864817900154585,2.4484810585425816,2.19283419661726,1.9785326250587218
