model,0,200,400,800,1600,3200,6400,12800,25600,51200
facebook/opt-1.3b,3.202919608543843,1.8560884677851812,1.8100305552887794,1.814924868871479,1.7657017789953044,1.6707481714141255,1.6862442536355315,1.6039560304684592,1.506667176688136,1.523581556
gpt2,4.117383500644095,2.643362357341422,2.6109460022046465,2.535891172056028,2.4401653030441808,2.2962355943020976,2.2301052660730933,2.060198541891701,1.9778182064276462,1.8513428286795546
t5-base,2.8421889783516976,1.7196414098754162,1.7282629807571115,1.6511633082686572,1.6040010877327318,1.6406996843278927,1.519967707105891,1.500879897128114,1.4916050645757488,1.439839197730595
